,0,1,2
0,0.007533000000000001,0.0004345,0.0012339999999999999
1,0.007533000000000001,0.0004319,0.0012403
2,0.007533000000000001,0.0004403000000000001,0.001238
3,0.007533000000000001,0.0004463,0.0012345
4,0.007533000000000001,0.0004462,0.0012366
5,0.007533000000000001,0.00044879999999999996,0.0012406000000000001
6,0.007533000000000001,0.0004535999999999999,0.001235
7,0.007533000000000001,0.0004521,0.0012427
8,0.007533000000000001,0.00045249999999999994,0.0012365
9,0.013356799999999999,0.0006831999999999999,0.0013904
10,0.013356799999999999,0.0006826,0.0014057000000000002
11,0.013356799999999999,0.0006803,0.0013889000000000002
12,0.013356799999999999,0.0006958000000000001,0.0013869
13,0.013356799999999999,0.0006942999999999999,0.0013939999999999998
14,0.013356799999999999,0.0007003999999999999,0.0013914
15,0.013356799999999999,0.0006888,0.0013929
16,0.013356799999999999,0.0007075,0.0013899
17,0.013356799999999999,0.0006834,0.0013366000000000003
18,0.025150700000000005,0.0011791,0.0016205
19,0.025150700000000005,0.0011607999999999998,0.0016390999999999999
20,0.025150700000000005,0.0011735,0.0016516000000000002
21,0.025150700000000005,0.0012107999999999997,0.0016379
22,0.025150700000000005,0.0011737000000000002,0.0016393000000000002
23,0.025150700000000005,0.0011763,0.0016233
24,0.025150700000000005,0.0011666,0.0016171999999999998
25,0.025150700000000005,0.0011715000000000002,0.0016271999999999999
26,0.025150700000000005,0.0011528999999999999,0.0015859
27,0.015462499999999999,0.0008213999999999999,0.0014465999999999997
28,0.015462499999999999,0.0007913,0.0014402000000000002
29,0.015462499999999999,0.0007966000000000001,0.00145
30,0.015462499999999999,0.0008242999999999998,0.0014464
31,0.015462499999999999,0.0008192000000000002,0.0014458000000000001
32,0.015462499999999999,0.0008192000000000002,0.0014461
33,0.015462499999999999,0.0008259000000000001,0.0014482000000000002
34,0.015462499999999999,0.0008347000000000002,0.0014490999999999998
35,0.015462499999999999,0.0007903999999999999,0.0014464
36,0.026644400000000002,0.0013244000000000003,0.0016701
37,0.026644400000000002,0.0013523,0.0016666
38,0.026644400000000002,0.0013518000000000002,0.0016677999999999999
39,0.026644400000000002,0.0013418999999999998,0.0016644
40,0.026644400000000002,0.0013340000000000001,0.0016614999999999998
41,0.026644400000000002,0.0013286,0.0016706000000000002
42,0.026644400000000002,0.001309,0.0016152
43,0.026644400000000002,0.0015156000000000002,0.0016431000000000002
