1024, 128,8,1, 8,4, , 1,23.625681,1.618343,0.809172,3.424967, 2,23.960258,6.230729,3.115365,13.002216, 3,0.000576,0.000004,0.000002,0.368717, 4,0.000778,0.000006,0.000003,0.356557
1024, 128,8,2, 8,4, 0,0.000245,0.000002,0.000001,0.374333, 1,18.987619,4.666339,2.333170,12.287847, 2,24.304253,5.041844,2.520922,10.372350, 3,0.000581,0.000007,0.000004,0.638608, 4,0.000780,0.000003,0.000002,0.212412
1024, 128,8,4, 8,4, 0,0.000246,0.000000,0.000000,0.060203, 1,15.968262,7.644653,3.822326,23.937023, 2,22.159941,4.368570,2.184285,9.856908, 3,0.000582,0.000002,0.000001,0.190376, 4,0.000779,0.000005,0.000003,0.337883
1024, 128,8,8, 8,4, 0,0.000246,0.000003,0.000002,0.693523, 1,20.105919,1.851604,0.925802,4.604624, 2,20.686010,2.217685,1.108842,5.360349, 3,0.000582,0.000005,0.000002,0.406292, 4,0.000777,0.000009,0.000004,0.568773
1024, 256,2,1, 8,4, 0,0.000245,0.000002,0.000001,0.433844, 1,1286.602295,140.079834,70.039917,5.443789, 2,1202.337524,114.200851,57.100426,4.749118, 3,0.002510,0.000007,0.000004,0.143204, 4,0.002648,0.000007,0.000004,0.132349
1024, 256,2,2, 8,4, 0,0.000245,0.000002,0.000001,0.502945, 1,94.768440,9.902958,4.951479,5.224818, 2,74.603119,11.368171,5.684085,7.619099, 3,0.001805,0.000005,0.000002,0.130663, 4,0.002195,0.000005,0.000002,0.105435
1024, 256,2,4, 8,4, 0,0.000247,0.000003,0.000001,0.516339, 1,89.415520,4.778394,2.389197,2.672016, 2,72.583618,6.228673,3.114337,4.290688, 3,0.001809,0.000005,0.000002,0.125542, 4,0.002193,0.000003,0.000002,0.078495
1024, 256,4,1, 8,4, 0,0.000246,0.000003,0.000002,0.662574, 1,72.223824,7.051225,3.525613,4.881509, 2,90.172615,5.912647,2.956323,3.278516, 3,0.001807,0.000005,0.000003,0.147392, 4,0.002199,0.000010,0.000005,0.229284
1024, 256,4,2, 8,4, 0,0.000247,0.000001,0.000000,0.195846, 1,89.329002,9.660953,4.830476,5.407512, 2,101.238770,4.623850,2.311925,2.283636, 3,0.001807,0.000003,0.000001,0.079287, 4,0.002196,0.000008,0.000004,0.173851
1024, 256,4,4, 8,4, 0,0.000244,0.000002,0.000001,0.370214, 1,66.411163,4.344150,2.172075,3.270647, 2,77.207260,4.160304,2.080152,2.694244, 3,0.001811,0.000007,0.000003,0.191173, 4,0.002198,0.000004,0.000002,0.098715
1024, 512,2,1, 8,4, 0,0.000246,0.000000,0.000000,0.067274, 1,261.320709,7.074518,3.537259,1.353608, 2,213.508850,15.740933,7.870467,3.686248, 3,0.007534,0.000238,0.000119,1.577499, 4,0.008060,0.000005,0.000002,0.028481
1024, 512,2,2, 8,4, 0,0.000246,0.000003,0.000001,0.583556, 1,294.782288,22.574272,11.287136,3.828974, 2,448.426605,23.759245,11.879622,2.649179, 3,0.007412,0.000291,0.000145,1.961706, 4,0.008069,0.000005,0.000003,0.031844
